1,12901.969,-108946.335,462.564,177,184,183
2,12902.569,-108946.335,462.553,149,154,153
3,12903.469,-108946.335,462.542,164,171,170
4,12903.769,-108946.335,462.546,155,161,160
5,12905.269,-108946.335,462.557,173,177,167
6,12905.869,-108946.335,462.543,173,171,158
7,12906.469,-108946.335,462.546,154,156,146
8,12906.769,-108946.335,462.55,161,164,159
9,12907.069,-108946.335,462.55,158,161,157
10,12907.969,-108946.335,462.55,145,148,146
11,12908.869,-108946.335,462.541,152,156,150
12,12909.769,-108946.335,462.538,157,160,156
13,12910.069,-108946.335,462.529,124,127,124
14,12911.269,-108946.335,462.511,161,167,168
15,12911.569,-108946.335,462.516,181,187,189
16,12913.069,-108946.335,462.507,144,150,148
17,12913.369,-108946.335,462.503,179,187,189
18,12913.669,-108946.335,462.501,146,151,153
19,12914.569,-108946.335,462.51,139,142,140
20,12915.769,-108946.335,462.503,188,194,194
21,12916.969,-108946.335,462.5,175,178,176
22,12917.869,-108946.335,462.501,153,156,151
23,12918.469,-108946.335,462.493,178,181,179
24,12919.069,-108946.335,462.489,166,169,165
25,12919.369,-108946.335,462.491,165,167,161
26,12919.969,-108946.335,462.502,156,159,157
27,12921.769,-108946.335,462.502,187,193,192
28,12922.369,-108946.335,462.498,144,147,144
29,12922.969,-108946.335,462.485,159,162,157
30,12923.269,-108946.335,462.486,159,161,159
31,12924.469,-108946.335,462.485,180,183,181
32,12925.969,-108946.335,462.482,163,166,162
33,12928.969,-108946.335,462.461,166,168,162
34,12930.469,-108946.335,462.462,147,150,148
35,12931.069,-108946.335,462.458,165,169,168
36,12931.669,-108946.335,462.44,164,169,168
37,12931.969,-108946.335,462.441,166,171,170
38,12932.869,-108946.335,462.439,143,146,145
39,12933.169,-108946.335,462.436,150,153,151
40,12933.469,-108946.335,462.434,139,141,139
41,12934.069,-108946.335,462.432,144,147,145
42,12935.569,-108946.335,462.432,165,169,168
43,12936.169,-108946.335,462.427,148,151,151
44,12936.469,-108946.335,462.43,148,154,156
45,12937.069,-108946.335,462.424,137,139,137
46,12937.369,-108946.335,462.419,142,145,143
47,12938.269,-108946.335,462.413,148,153,152
48,12938.569,-108946.335,462.417,129,131,131
49,12939.469,-108946.335,462.411,139,141,139
50,12939.769,-108946.335,462.405,141,143,141
51,12940.369,-108946.335,462.396,153,156,154
52,12940.669,-108946.335,462.396,146,149,147
53,12941.569,-108946.335,462.401,163,167,167
54,12942.169,-108946.335,462.393,160,164,163
55,12942.769,-108946.335,462.377,178,182,181
56,12943.069,-108946.335,462.375,169,172,172
57,12943.669,-108946.335,462.366,161,166,166
58,12943.969,-108946.335,462.362,154,159,160
59,12944.869,-108946.335,462.344,172,180,181
60,12946.369,-108946.335,462.34,154,159,160
61,12903.169,-108946.035,462.545,179,185,183
62,12904.669,-108946.035,462.558,145,149,145
63,12908.569,-108946.035,462.53,167,168,159
64,12910.669,-108946.035,462.517,164,172,172
65,12912.469,-108946.035,462.507,181,189,192
66,12915.169,-108946.035,462.507,144,149,150
67,12916.369,-108946.035,462.508,155,161,162
68,12916.669,-108946.035,462.502,158,161,160
69,12920.569,-108946.035,462.502,192,196,193
70,12920.869,-108946.035,462.492,189,189,178
71,12923.569,-108946.035,462.487,148,151,146
72,12925.069,-108946.035,462.492,162,165,160
73,12925.369,-108946.035,462.478,202,206,203
74,12926.569,-108946.035,462.481,165,168,163
75,12926.869,-108946.035,462.473,169,169,162
76,12927.769,-108946.035,462.475,159,161,157
77,12928.069,-108946.035,462.466,174,175,168
78,12929.269,-108946.035,462.46,167,167,157
79,12929.869,-108946.035,462.459,144,145,140
80,12934.669,-108946.035,462.433,168,173,172
81,12945.469,-108946.035,462.339,181,189,192
82,12945.769,-108946.035,462.337,163,171,173
83,12901.969,-108945.735,462.581,163,169,168
84,12902.569,-108945.735,462.562,178,188,190
85,12903.169,-108945.735,462.553,164,172,171
86,12903.469,-108945.735,462.56,179,186,183
87,12904.069,-108945.735,462.548,147,150,146
88,12905.269,-108945.735,462.555,158,162,156
89,12906.169,-108945.735,462.549,161,162,152
90,12906.769,-108945.735,462.56,159,162,157
91,12907.069,-108945.735,462.568,154,157,152
92,12907.969,-108945.735,462.561,156,158,153
93,12908.569,-108945.735,462.534,156,158,151
94,12908.869,-108945.735,462.546,149,153,148
95,12909.469,-108945.735,462.538,143,146,145
96,12910.069,-108945.735,462.536,162,167,166
97,12910.669,-108945.735,462.521,139,145,145
98,12910.969,-108945.735,462.523,157,164,166
99,12912.469,-108945.735,462.512,153,161,163
100,12912.769,-108945.735,462.512,143,148,148
101,12913.369,-108945.735,462.517,167,174,174
102,12913.969,-108945.735,462.514,156,159,159
103,12915.169,-108945.735,462.512,155,160,160
104,12916.669,-108945.735,462.509,139,143,141
105,12917.269,-108945.735,462.497,149,152,147
106,12917.569,-108945.735,462.501,163,166,162
107,12918.169,-108945.735,462.515,162,165,162
108,12919.369,-108945.735,462.5,189,192,190
109,12919.969,-108945.735,462.499,187,190,185
110,12920.569,-108945.735,462.486,183,182,170
111,12920.869,-108945.735,462.486,162,160,150
112,12922.069,-108945.735,462.505,152,155,153
113,12922.969,-108945.735,462.496,144,147,146
114,12923.269,-108945.735,462.495,166,170,169
115,12923.569,-108945.735,462.489,144,148,146
116,12924.169,-108945.735,462.491,182,185,181
117,12925.069,-108945.735,462.491,154,157,152
118,12925.369,-108945.735,462.488,171,173,168
119,12926.569,-108945.735,462.483,176,179,177
120,12927.169,-108945.735,462.479,185,190,189
121,12927.769,-108945.735,462.475,159,161,156
122,12928.069,-108945.735,462.468,178,179,170
123,12928.969,-108945.735,462.471,156,159,151
124,12929.569,-108945.735,462.466,166,166,159
125,12929.869,-108945.735,462.461,159,159,152
126,12930.169,-108945.735,462.466,143,144,139
127,12932.269,-108945.735,462.459,139,142,140
128,12932.869,-108945.735,462.453,145,147,145
129,12933.169,-108945.735,462.452,137,140,140
130,12933.769,-108945.735,462.441,151,154,152
131,12934.369,-108945.735,462.433,140,143,141
132,12934.669,-108945.735,462.432,153,158,157
133,12935.269,-108945.735,462.438,172,178,177
134,12935.869,-108945.735,462.438,169,174,173
135,12936.469,-108945.735,462.439,147,153,154
136,12937.069,-108945.735,462.428,199,204,206
137,12937.669,-108945.735,462.424,144,147,147
138,12937.969,-108945.735,462.419,137,139,137
139,12939.769,-108945.735,462.407,148,151,149
140,12940.369,-108945.735,462.398,161,165,161
141,12940.669,-108945.735,462.396,145,147,145
142,12941.269,-108945.735,462.412,158,161,160
143,12942.169,-108945.735,462.399,166,170,169
144,12942.769,-108945.735,462.384,164,168,167
145,12943.069,-108945.735,462.387,163,168,167
146,12943.669,-108945.735,462.375,195,203,203
147,12944.269,-108945.735,462.364,158,165,167
148,12944.569,-108945.735,462.352,162,168,170
149,12945.469,-108945.735,462.341,156,164,165
150,12945.769,-108945.735,462.336,192,197,197
151,12946.669,-108945.735,462.348,169,174,174
152,12904.369,-108945.435,462.559,160,165,159
153,12905.869,-108945.435,462.552,140,144,140
154,12911.869,-108945.435,462.529,172,179,177
155,12914.569,-108945.435,462.518,156,162,162
156,12915.769,-108945.435,462.516,161,168,170
157,12916.369,-108945.435,462.506,151,155,154
158,12919.069,-108945.435,462.501,170,174,169
159,12921.469,-108945.435,462.497,168,169,164
160,12925.969,-108945.435,462.485,162,164,158
161,12931.069,-108945.435,462.464,160,164,159
162,12931.369,-108945.435,462.462,154,156,150
163,12938.869,-108945.435,462.414,185,189,188
164,12939.469,-108945.435,462.406,167,170,168
165,12946.369,-108945.435,462.348,151,155,153
166,12901.969,-108945.135,462.587,195,202,204
167,12902.269,-108945.135,462.576,166,172,170
168,12903.169,-108945.135,462.57,144,146,142
169,12903.469,-108945.135,462.569,171,175,175
170,12904.069,-108945.135,462.566,139,143,141
171,12904.669,-108945.135,462.563,162,166,161
172,12905.269,-108945.135,462.563,145,149,145
173,12905.869,-108945.135,462.56,173,176,169
174,12906.169,-108945.135,462.561,163,166,163
175,12906.769,-108945.135,462.57,157,158,152
176,12907.369,-108945.135,462.579,167,169,162
177,12907.969,-108945.135,462.569,163,167,163
178,12908.569,-108945.135,462.558,177,182,180
179,12909.169,-108945.135,462.55,142,146,143
180,12909.769,-108945.135,462.552,182,189,187
181,12910.069,-108945.135,462.544,170,179,181
182,12910.369,-108945.135,462.531,155,160,162
183,12911.269,-108945.135,462.536,166,175,178
184,12911.569,-108945.135,462.534,169,177,178
185,12912.469,-108945.135,462.532,172,181,182
186,12913.069,-108945.135,462.526,145,152,152
187,12913.369,-108945.135,462.525,150,155,155
188,12913.969,-108945.135,462.52,154,158,159
189,12914.569,-108945.135,462.518,137,142,141
190,12915.169,-108945.135,462.509,169,179,179
191,12915.469,-108945.135,462.51,148,155,157
192,12916.069,-108945.135,462.518,147,153,154
193,12916.669,-108945.135,462.519,144,147,145
194,12916.969,-108945.135,462.51,153,157,152
195,12917.869,-108945.135,462.51,152,155,152
196,12918.169,-108945.135,462.515,147,150,147
197,12919.069,-108945.135,462.499,181,184,175
198,12919.369,-108945.135,462.503,172,174,170
199,12919.969,-108945.135,462.504,170,172,166
200,12920.569,-108945.135,462.492,185,188,181
201,12921.169,-108945.135,462.498,155,158,154
202,12921.469,-108945.135,462.496,150,153,148
203,12922.369,-108945.135,462.507,156,158,155
204,12922.669,-108945.135,462.501,167,169,164
205,12923.269,-108945.135,462.508,174,177,176
206,12923.869,-108945.135,462.501,163,166,164
