886799,1117.69692,411.300152,1031.25
886799,1116.838835,410.361165,1031.25
886799,1120.5,419.2,1031.25
886085,1116.838835,428.038835,1031.25
886085,1116.838835,428.038835,1916.25
886085,1117.69692,427.099848,1916.25
887153,1120.5,419.2,1916.25
887153,1119.069857,413.320298,1916.25
887153,1119.584709,414.401457,1916.25
886541,1104.330006,407.214851,1916.25
886541,1105.505947,406.928823,1916.25
886541,1105.505947,406.928823,1031.25
886775,1119.584709,414.401457,1031.25
886775,1119.985149,415.530006,1031.25
886775,1120.5,419.2,1031.25
886007,1120.442794,420.470722,1916.25
886007,1120.271177,421.694053,1031.25
886007,1120.442794,420.470722,1031.25
886349,1095.728823,421.694053,1916.25
886349,1096.014851,422.869994,1916.25
886349,1095.728823,421.694053,1031.25
887165,1117.69692,411.300152,1916.25
887165,1118.440595,412.286529,1916.25
887165,1120.5,419.2,1916.25
887237,1120.5,419.2,1916.25
887237,1105.505947,406.928823,1916.25
887237,1104.330006,407.214851,1916.25
886925,1120.5,419.2,1031.25
886925,1096.415291,414.401457,1031.25
886925,1096.014851,415.530006,1031.25
886337,1096.014851,422.869994,1916.25
886337,1096.014851,422.869994,1031.25
886337,1096.415291,423.998543,1916.25
886139,1112.798543,430.784709,1916.25
886139,1112.798543,430.784709,1031.25
886139,1111.669994,431.185149,1031.25
886625,1113.879702,408.130143,1916.25
886625,1113.879702,408.130143,1031.25
886625,1112.798543,407.615291,1916.25
887021,1104.330006,431.185149,1031.25
887021,1120.5,419.2,1031.25
887021,1103.201457,430.784709,1031.25
886559,1106.729278,406.757206,1916.25
886559,1108,406.7,1031.25
886559,1106.729278,406.757206,1031.25
887039,1106.729278,431.642794,1031.25
887039,1120.5,419.2,1031.25
887039,1108,431.7,1031.25
886133,1112.798543,430.784709,1031.25
886133,1112.798543,430.784709,1916.25
886133,1113.879702,430.269857,1916.25
887159,1119.069857,413.320298,1916.25
887159,1118.440595,412.286529,1916.25
887159,1120.5,419.2,1916.25
886379,1095.5,419.2,1916.25
886379,1095.557206,417.929278,1031.25
886379,1095.5,419.2,1031.25
887465,1117.69692,427.099848,1916.25
887465,1116.838835,428.038835,1916.25
887465,1120.5,419.2,1916.25
886427,1096.930143,413.320298,1031.25
886427,1096.415291,414.401457,1031.25
886427,1096.415291,414.401457,1916.25
886583,1109.270722,406.757206,1031.25
886583,1109.270722,406.757206,1916.25
886583,1110.494053,406.928823,1031.25
886289,1098.30308,427.099848,1031.25
886289,1099.161165,428.038835,1916.25
886289,1098.30308,427.099848,1916.25
887375,1100.100152,428.89692,1916.25
887375,1101.086529,429.640595,1916.25
887375,1120.5,419.2,1916.25
886703,1119.069857,413.320298,1031.25
886703,1119.584709,414.401457,1031.25
886703,1119.069857,413.320298,1916.25
886505,1102.120298,408.130143,1916.25
886505,1101.086529,408.759405,1916.25
886505,1102.120298,408.130143,1031.25
887261,1100.100152,409.50308,1916.25
887261,1120.5,419.2,1916.25
887261,1101.086529,408.759405,1916.25
886787,1120.5,419.2,1031.25
886787,1118.440595,412.286529,1031.25
886787,1119.069857,413.320298,1031.25
886685,1117.69692,411.300152,1916.25
886685,1118.440595,412.286529,1916.25
886685,1118.440595,412.286529,1031.25
886049,1119.069857,425.079702,1916.25
886049,1119.584709,423.998543,1916.25
886049,1119.069857,425.079702,1031.25
886595,1110.494053,406.928823,1031.25
886595,1111.669994,407.214851,1031.25
886595,1110.494053,406.928823,1916.25
886757,1120.5,419.2,1916.25
886757,1120.442794,417.929278,1916.25
886757,1120.5,419.2,1031.25
886985,1120.5,419.2,1031.25
886985,1098.30308,427.099848,1031.25
886985,1097.559405,426.113471,1031.25
887177,1115.899848,409.50308,1916.25
887177,1116.838835,410.361165,1916.25
887177,1120.5,419.2,1916.25
887201,1111.669994,407.214851,1916.25
887201,1112.798543,407.615291,1916.25
887201,1120.5,419.2,1916.25
887249,1102.120298,408.130143,1916.25
887249,1103.201457,407.615291,1916.25
887249,1120.5,419.2,1916.25
886037,1119.584709,423.998543,1916.25
886037,1119.584709,423.998543,1031.25
886037,1119.985149,422.869994,1916.25
886001,1120.442794,420.470722,1916.25
886001,1120.5,419.2,1916.25
886001,1120.442794,420.470722,1031.25
886721,1119.584709,414.401457,1916.25
886721,1119.985149,415.530006,1031.25
886721,1119.985149,415.530006,1916.25
886529,1104.330006,407.214851,1031.25
886529,1104.330006,407.214851,1916.25
886529,1103.201457,407.615291,1916.25
886319,1096.415291,423.998543,1031.25
886319,1096.930143,425.079702,1916.25
886319,1096.930143,425.079702,1031.25
887471,1117.69692,427.099848,1916.25
887471,1120.5,419.2,1916.25
887471,1118.440595,426.113471,1916.25
886679,1117.69692,411.300152,1031.25
886679,1117.69692,411.300152,1916.25
886679,1118.440595,412.286529,1031.25
886997,1099.161165,428.038835,1031.25
886997,1120.5,419.2,1031.25
886997,1100.100152,428.89692,1031.25
887387,1120.5,419.2,1916.25
887387,1102.120298,430.269857,1916.25
887387,1103.201457,430.784709,1916.25
886907,1097.559405,412.286529,1031.25
886907,1120.5,419.2,1031.25
886907,1098.30308,411.300152,1031.25
886601,1111.669994,407.214851,1916.25
886601,1110.494053,406.928823,1916.25
886601,1111.669994,407.214851,1031.25
886445,1097.559405,412.286529,1031.25
886445,1096.930143,413.320298,1916.25
886445,1097.559405,412.286529,1916.25
886187,1108,431.7,1031.25
886187,1106.729278,431.642794,1031.25
886187,1108,431.7,1916.25
887369,1120.5,419.2,1916.25
887369,1099.161165,428.038835,1916.25
887369,1100.100152,428.89692,1916.25
886889,1101.086529,408.759405,1031.25
886889,1120.5,419.2,1031.25
886889,1100.100152,409.50308,1031.25
886523,1103.201457,407.615291,1031.25
886523,1103.201457,407.615291,1916.25
886523,1104.330006,407.214851,1031.25
886391,1095.557206,417.929278,1031.25
886391,1095.728823,416.705947,1031.25
886391,1095.557206,417.929278,1916.25
886553,1106.729278,406.757206,1916.25
886553,1106.729278,406.757206,1031.25
